RACA,IDADE,CODIGO_INEP,PAIS_DE_ORIGEM,GENERO,ID_IES
Preta,28,BF18655187FCEE85A76FC62BD2B4B982,Brasil,Masculino,12286
Parda,27,4FAAA4B80FF7ACA6519C20617379766C,Brasil,Feminino,12286
Parda,24,F93B9D8A01ABADEE1044BC7504E64F77,Brasil,Feminino,12286
Parda,27,F52449987BBDCD06A58BF3751D56FBE2,Brasil,Masculino,12286
Parda,24,BF6B0F38915367199EC838ADF998E598,Brasil,Feminino,12286
Parda,23,4AB330BF476351589576BBDDC6A04566,Brasil,Masculino,12286
Branca,44,7A3138838F7C548186E00ABCC573EA25,Brasil,Masculino,12286
Branca,23,B97312432282948C62AB93EC4CAEC129,Brasil,Masculino,12286
Parda,36,4B398AB64920A53235CAA68317F053E4,Brasil,Feminino,12286
Parda,41,155A73EB9B1D9C78AF084C62776FCA00,Brasil,Masculino,12286
Parda,35,D007517C0FCD28B3B2ED0326774E9D0C,Brasil,Feminino,12286
Preta,29,C9479678DF134D90755721974C5F4F39,Brasil,Masculino,12286
Parda,69,188E312CC22FA02C2858634697EA0B41,Brasil,Masculino,12286
Parda,29,D1DC4841A59EAE3B2B6C60239D9759FD,Brasil,Feminino,12286
Branca,72,BD05CBE94FA0BA9CACD36E0DA97B0C29,Brasil,Feminino,12286
Parda,27,A65ED0A41BC411C3080ED4C121D2E308,Brasil,Feminino,12286
Branca,41,15653D453DA12713B2AA48C922393115,Brasil,Masculino,12286
Parda,38,FF21DF345395F3221CF38DB49BF0EB51,Brasil,Feminino,12286
Parda,27,590A321B28865177BC1F2628BD4126A0,Brasil,Masculino,12286
Branca,24,D10831F3A786EBA2C6091C4DD134673B,Brasil,Feminino,12286
Parda,21,D2E6FC0557DD7EB6F8D75EF181D978CE,Brasil,Feminino,12286
Parda,25,E080DD4B3EE68D3E062E178504D18E97,Brasil,Masculino,12286
Parda,21,5FEF2CB49564E83E6DEA7445707BD8E0,Brasil,Feminino,12286
Branca,24,010ADFA80B0B15ED36E464B904D6C745,Brasil,Masculino,12286
Parda,24,BB09142CCB150415EEEC237F1773B2EE,Brasil,Masculino,12286
Branca,46,93C8F6CC83A950C5D4C0E10A0C85A603,Brasil,Feminino,12286
Parda,53,89CFD88EC9C7993F3B19FFB471E1BBFD,Brasil,Feminino,12286
Preta,43,EE91B3AB52838C233BEA5398A9759C6D,Brasil,Masculino,12286
Preta,26,31EB342D2927673509BE4DF112DF6739,Brasil,Masculino,12286
Parda,24,14BB7C029B385CDE1F8799625A8C77D8,Brasil,Feminino,12286
Branca,34,892D03A9B2F0E21E4BF391EE445B6FB5,Brasil,Masculino,12286
Parda,33,42C3AD3A72BFD224D58F040B7541A16A,Brasil,Masculino,12286
Parda,32,3DE24F82077DF7EDB5A10ED92338F635,Brasil,Masculino,12286
Parda,26,DBDFA1779ACA7BAF775ACFC749EBE9A7,Brasil,Feminino,12286
Parda,20,7356343B7975B18D51ACCA82A2FF12C5,Brasil,Feminino,12286
Parda,44,862459207AFC596A70EDF58310239342,Brasil,Feminino,12286
Parda,23,7B4C6F861C751D9A5A6E5C2F93D7488D,Brasil,Feminino,12286
Branca,50,D272CCC984677A42C40D28EE70F28911,Brasil,Masculino,12286
Branca,39,989F73FE3B26484592AFB82047953538,Brasil,Masculino,12286
Branca,53,19FBA14A09F284862A8EB5F179E463DB,Brasil,Feminino,12286
Parda,38,7AC623D43BB159913F1C667292FAB76F,Brasil,Feminino,12286
Preta,52,527443A29E0A98C6437A17239D226491,Brasil,Masculino,12286
Parda,40,E1A1676B02B4135353EEE061BC8420AC,Brasil,Masculino,12286
Parda,39,F741F84F1CDB8DE8C2DA0BFD6D3D038C,Brasil,Feminino,12286
Branca,38,4C9234B3882333AE47A6B6F91B5BCC63,Brasil,Feminino,12286
Parda,22,116329167B7F6933E59BF4F119941667,Brasil,Feminino,12286
Parda,45,D2EFCE35C41AAAA17F5C2134860D37C3,Brasil,Feminino,12286
Parda,26,7EE0FCCAF2C9CCD83B44CE3249FBAE66,Brasil,Masculino,12286
Preta,22,9E42C88351196E0A9B80BEE8C4108E62,Brasil,Masculino,12286
Branca,39,4473FA4765CA13A5C31FE67586F4E994,Brasil,Masculino,12286
Preta,43,3288CAB79D6444540AC1056FA9220650,Brasil,Masculino,12286
Parda,45,8AE3AB560242BDE337000D49BF3B157F,Brasil,Masculino,12286
Parda,49,5209AE8312D50AFA0E00E92D3F316D5D,Brasil,Masculino,12286
Parda,23,3E5FEF4D734F4E06320F72CD27FEA0C1,Brasil,Masculino,12286
Preta,26,466486C69ADF9114D4F37E86F3E32249,Brasil,Masculino,12286
Parda,23,BE2446EA81AA56946483521FB5E901BC,Brasil,Masculino,12286
Parda,27,DCB67B2DF85E926D1D50F8272AFBA6B6,Brasil,Masculino,12286
Parda,21,98E8D953AC7E25E78D198A1FBDE840CD,Brasil,Masculino,12286
Parda,48,DAD052378AF0C4D233079D8BB9824A96,Brasil,Feminino,12286
Branca,27,BE3D9413B908C0D64D5B3626B60A7806,Brasil,Feminino,12286
Preta,22,CFCC245BC7B064A9913297D6C8FCCBA4,Brasil,Feminino,12286
Parda,42,8D8FE93456CE99332D4593B72B17BF56,Brasil,Masculino,12286
Branca,21,DC3B4FEAD2787AA57F42E1CCA407AE52,Brasil,Masculino,12286
Parda,21,C1C5D54D7D78AA65A1565A2337C611A9,Brasil,Feminino,12286
Parda,20,775D8B7643A09E5D689D67F19370F5F3,Brasil,Masculino,12286
Branca,29,FE75F1D65A201E61D0C9FC01AAFC18BC,Brasil,Masculino,12286
Parda,33,AC6733626A8DD8C857F1A5E44C8A7BAC,Brasil,Feminino,12286
Parda,32,73D8757992DBFC029697D20F2836CD23,Brasil,Masculino,12286
Branca,25,728529282C0115163E48805CA0FA882D,Brasil,Masculino,12286
Branca,48,7760D55C79CBD5E06FAB281A82100304,Brasil,Feminino,12286
Parda,62,0A1C71AD13AD45FC41068EDE8084DAAD,Brasil,Feminino,12286
Preta,36,68BB2045804CE86DEA1EFCA37877D0C9,Brasil,Feminino,12286
Parda,27,55404DD21C562B14CE1AB4845272837B,Brasil,Feminino,12286
Parda,24,8399EDFB15F356222DB1DA1D1189F5E9,Brasil,Feminino,12286
Branca,22,0AF687A705A8294309F4A50F655395C3,Brasil,Masculino,12286
Branca,27,C8D31560F1296DF84AC78A6AC48996A4,Brasil,Feminino,12286
Parda,26,147DA443156B06E2BBE2656815592ADC,Brasil,Feminino,12286
Branca,31,EA55C883F6B0987F12C236562C76A52E,Brasil,Feminino,12286
Branca,28,61AECC26861DC1D5FE288B5C4B9B5999,Brasil,Masculino,12286
Branca,22,EB1DCF5578C3AF91D7C7FD9B6CA5F9D3,Brasil,Masculino,12286
Branca,31,A43AD823C2BBE1427E3698455C30948F,Brasil,Masculino,12286
Parda,32,C831DE2616FEDADC9C63A85CD12CF017,Brasil,Feminino,12286
Branca,25,B22DB0C1F80E5302176F2B58ECD6E89C,Brasil,Masculino,12286
Parda,21,AD82775E83384A4547AF8C53B9948C25,Brasil,Masculino,12286
Parda,37,B2211DEEDC07509815EDC8161A97E10F,Brasil,Masculino,12286
Preta,33,53E0D4AD1F211D0C47BB0D9D84D6C73C,Brasil,Masculino,12286
Branca,22,87905DD928817EF2C0644D04A54F9970,Brasil,Feminino,12286
Preta,51,01B171DB1AC09F1BB7D46CCD1A288485,Brasil,Masculino,12286
Parda,46,0655FC4D5158A1DA449B290064D22B44,Brasil,Masculino,12286
Parda,24,0FA67A4EF4771F7C708AA606686D69C6,Brasil,Masculino,12286
Branca,25,A02F3CEF89E49AE9233B228F1D005CFE,Brasil,Feminino,12286
Parda,23,081E3267BBAD6A39609E5AC18450FB61,Brasil,Feminino,12286
Branca,20,59746B9D182E0BE04E0E4AA40B02A213,Brasil,Masculino,12286
Branca,28,52EF800073CC2A73F80E3CFD7957F59B,Brasil,Masculino,12286
Amarela,37,7B0E385729770E56791F9C5291E92BF3,Brasil,Masculino,12286
Parda,24,ED1F8F74C5B73C3BFE86DC2811D05FF8,Brasil,Feminino,12286
Preta,24,12DAB1E1EE79990574A68CC39424D014,Brasil,Masculino,12286
Branca,25,F4848EEE17B9A2EECAF01E894355C52F,Brasil,Masculino,12286
Parda,21,C896624C560D0B9FA191543C6E716C09,Brasil,Feminino,12286
Branca,33,01DF50124FCFE6D9A87FEDC4D931280A,Brasil,Masculino,12286
Branca,24,703A1CC4FDE5EC0327C7A963EE774BAB,Brasil,Masculino,12286
Parda,37,A60FAFEE854B2224D06C53EE8FEE6C42,Brasil,Feminino,12286
Branca,21,DEE9EAAADC512DDABD267A83A4C6903B,Brasil,Masculino,12286
Branca,22,21A8C8CCD5FF276852F3F7DF8A940EB5,Brasil,Masculino,12286
Parda,25,EBDA4EC721CC9993BBC2D56C24311CD5,Brasil,Masculino,12286
Branca,23,F0F05053B8C858C82930D5FE59E83990,Brasil,Feminino,12286
Branca,29,FE75F1D65A201E61D0C9FC01AAFC18BC,Brasil,Masculino,12286
Parda,43,AC6312261CB0155AF887ECE3A8A96037,Brasil,Feminino,12286
Parda,28,27B2CEACDCD633FAEC8E52D85D109342,Brasil,Masculino,12286
Parda,37,EBA9EBFC64C498DC30A6138D1630A127,Brasil,Masculino,12286
Parda,63,74B8BF61A15435F73E945F44D359EC8C,Brasil,Masculino,12286
Parda,35,CE2913925723CD2903C78A56338E4397,Brasil,Masculino,12286
Preta,25,8DF1DB2E96CF67E8338153F635218E4E,Brasil,Masculino,12286
Parda,22,51738CDA36165BFEA6C1BD8A12826344,Brasil,Feminino,12286
Parda,24,1E2B823E8F1DBD82776B19A8D5D9966B,Brasil,Feminino,12286
Branca,67,17281551218FA8B8776CC3674DF4F0F8,Brasil,Masculino,12286
Preta,24,9E8CA390C7B1E9CA01F2D5C0DDE1C775,Brasil,Masculino,12286
Parda,24,EA385517ACA0F0DCC496F4F7927FBDC8,Brasil,Masculino,12286
Branca,22,4DB14310A7C2033139B878F66F189F73,Brasil,Masculino,12286
Branca,22,EF255DDBD0D7EFF97676C806B3A82472,Brasil,Masculino,12286
Parda,22,D67A778840A2A8F6EBD372CFE89BD99B,Brasil,Masculino,12286
Parda,39,F741F84F1CDB8DE8C2DA0BFD6D3D038C,Brasil,Feminino,12286
Parda,23,084278D1831E920B11CAED1B9BE80ED1,Brasil,Feminino,12286
Parda,27,6D3A14002E34B82967CD674955127B7F,Brasil,Feminino,12286
Branca,39,0D0A49A2312B9A7819EABED0A851FEB0,Brasil,Masculino,12286
Parda,35,0603E226E6225BDE8C4DB42EDE59B9B6,Brasil,Masculino,12286
Branca,55,CD1511AFAE4B1BD08173C3A69A48C8E7,Brasil,Feminino,12286
Preta,30,D1BC9269A7BD9CA939F70D2802EA77D1,Brasil,Masculino,12286
Parda,47,2EE236C27BC68B4814FFBC31A4157D06,Brasil,Masculino,12286
Preta,45,FC42F607B971A5D445F194E179203A86,Brasil,Feminino,12286
Amarela,51,73FE03550B5F5639F885A8099A522A4F,Brasil,Masculino,12286
Parda,39,44A7E1F3C3253AE17D9DE7CE51F8F2CD,Brasil,Feminino,12286
Parda,42,3DB68310E207EBEC991032C8071DDF84,Brasil,Masculino,12286
Branca,24,85326D0B9A839F922F4853948FCF0B28,Brasil,Feminino,12286
Parda,35,536DFF6A1E56108D5AE8011A4F59ACF0,Brasil,Feminino,12286
Branca,21,93F877BF92280C356308A8DD21D8A0BD,Brasil,Masculino,12286
Parda,35,40BF5AB4C8C9F17EBD7062FF1D208ADA,Brasil,Feminino,12286
Parda,26,379D2F7FD3FDE3C1954B52A169B5B68B,Brasil,Masculino,12286
Parda,49,18F9120AE90AF997B70AA228FEBB4FB5,Brasil,Masculino,12286
Parda,54,A0E516C4282AD54B3EB37356EF7EF580,Brasil,Masculino,12286
Branca,37,F00BFAE70AAF611083B20FB6FC46ED7E,Brasil,Feminino,12286
Amarela,35,02155938D654F68B0A54114F9FCDCCD0,Brasil,Feminino,12286
Branca,54,803C5BADD9096BE880328C42524ED6BF,Brasil,Masculino,12286
Parda,27,D3B3AEB646BE0313F984A6EC6FF212EE,Brasil,Feminino,12286
Preta,40,1A82C963908574012D1EE2A55FBC3E53,Brasil,Feminino,12286
Parda,42,23F2875ADCA2DA0C3BB912EC93D4CFA8,Brasil,Feminino,12286
Parda,46,F37DE28DDCE365345977B8058228B1AF,Brasil,Masculino,12286
Parda,42,613E2818E35D5AE1382A096F4362C9DE,Brasil,Masculino,12286
Branca,24,C4BF3E970B2920FDE8775D1746397ECF,Brasil,Feminino,12286
Parda,21,B25CF379AA03DB94943051C8E3A09DBF,Brasil,Masculino,12286
Branca,20,30A38B8C339658BE9AD913691C586865,Brasil,Feminino,12286
Branca,20,EB269CD1A83628DFBB31140F3904D4A8,Brasil,Feminino,12286
Parda,35,DCBC2DB773E8991C3BE6F04833EA273C,Brasil,Masculino,12286
Branca,28,16B55992F946DAE182E6C141F69347BD,Brasil,Masculino,12286
Parda,32,45CDD70263B39360E90215422A8DEAAC,Brasil,Masculino,12286
Parda,46,A71E65A7DBCED648A371CA1AC13726ED,Brasil,Masculino,12286
Parda,34,329A7DE16B63812EBDA59EDD656F4AA5,Brasil,Masculino,12286
Preta,55,E32404A0368D3498562C4C989F02F458,Brasil,Masculino,12286
Parda,26,3B9B641815B5071A0A5483D2B0368D92,Brasil,Masculino,12286
Branca,22,0AF687A705A8294309F4A50F655395C3,Brasil,Masculino,12286
Branca,23,DECFB3BAC6FBB7FCF81E74E116EE351A,Brasil,Masculino,12286
Preta,40,E4FE8A2AFF3FAA8C660DC59E69101E81,Brasil,Masculino,12286
Parda,45,D2EFCE35C41AAAA17F5C2134860D37C3,Brasil,Feminino,12286
Preta,35,E54584936D0461301ABEE543E7119EBE,Brasil,Feminino,12286
Parda,32,8ADF4359E0050CFF45C73DED679FBF20,Brasil,Feminino,12286
Parda,26,E3B046DA2111B5B99EACE0BDA324CF40,Brasil,Masculino,12286
Branca,35,E23678CF764B3BCD80C09D65574B9CEE,Brasil,Masculino,12286
Branca,60,E35783589782FFE477205B90CFC96606,Brasil,Feminino,12286
Parda,21,639DD6E5E5FB09CC4D0A55F8A3E594D3,Brasil,Feminino,12286
Parda,56,8CA9BCE011FD7C3CD5C128EE10E0508F,Brasil,Feminino,12286
Preta,23,ED451FE38D0C56C557C09B1ADE7A2B38,Brasil,Masculino,12286
Parda,38,DBC818C436FE15E2B2CED2D3008962C1,Brasil,Masculino,12286
Parda,29,8EA9FB1AF946D36D1213AFDF00E08C17,Brasil,Masculino,12286
Parda,25,C4F01A91287ACDFF9F2BBF18C1F56E93,Brasil,Masculino,12286
Parda,20,63B56612CF7AFEDAB886F0078F8F58DF,Brasil,Feminino,12286
Parda,22,C53D2DBA01054A69D02B1DF01D5502AE,Brasil,Feminino,12286
Parda,22,A55782662D9D9CA79E344D2EEA2F233A,Brasil,Masculino,12286
Parda,22,10ABC0AD43F2287941E9416D05A81E20,Brasil,Masculino,12286
Parda,26,6AA4AE679C6DEB69A8CE0095A8400CE7,Brasil,Feminino,12286
Preta,42,52C25A48525523125B3709C6DE3A4063,Brasil,Masculino,12286
Branca,22,313D98998DDE701ED781BDD6EBD0C32D,Brasil,Masculino,12286
Parda,25,303191E7CEB58C6ABC4D1121DA87F0C0,Brasil,Feminino,12286
Branca,56,C7EA3FAFAC74C1607E397C8CCF5868A7,Brasil,Masculino,12286
Branca,28,FC960825ED10D9A8964FADDD8D245E1C,Brasil,Masculino,12286
Parda,26,3C6FDC7C0FB6E70512D35D35EFF4BC23,Brasil,Masculino,12286
Preta,22,D3634CADB1B4607A79A888B4481D074A,Brasil,Feminino,12286
Branca,23,7A693E592335C72C7A18DFFEF4192B57,Brasil,Masculino,12286
Parda,52,D88D010DA93F13D33202C49293195F90,Brasil,Masculino,12286
Amarela,49,6C1F2E669C51111984FC688A915CC183,Brasil,Masculino,12286
Parda,25,878AAE2131466529DF2D694C0C7678D1,Brasil,Masculino,12286
Preta,41,5765347884B09F1E9352E293C251790E,Brasil,Feminino,12286
Parda,46,200AB03A827B0EB0CE4567D791B2E075,Brasil,Masculino,12286
Preta,47,407FE022BB45774F5F017C45E5B6D7C6,Brasil,Masculino,12286
Parda,44,C238D362A7A50745F7D489BB66E3E77A,Brasil,Masculino,12286
Branca,51,BE68585322D684175A350FCA34DB0A9B,Brasil,Masculino,12286
Parda,39,031D5334A1A53448E992C2741AF889EC,Brasil,Masculino,12286
Parda,30,B977ECD689D25C0848C8864CA0460B85,Brasil,Feminino,12286
Parda,25,DFB49138C0F4E56A046BEF91FDCB95D6,Brasil,Masculino,12286
Parda,25,3E387AFAAFB9413F8EE2F0CBACF8B089,Brasil,Feminino,12286
Parda,37,ED403A097689D0188648258945620FEA,Brasil,Masculino,12286
Preta,26,D2203F243FBC76B85F4AABDFDBE61A9F,Brasil,Masculino,12286
Branca,36,C0E38A0DD73D5C52DC94F50943009398,Brasil,Feminino,12286
Branca,40,8CB3EB6C600132ACB2AB18354DF323BA,Brasil,Masculino,12286
Preta,31,17C57BF5988BF7E88971624E043FF76E,Brasil,Feminino,12286
Branca,57,02D44C775ED8D9A581D8ADE09689B136,Brasil,Masculino,12286
Preta,39,A05DD9315B2B3191B466B01C4F42F67A,Brasil,Masculino,12286
Parda,37,886DFA39D01A00AC8B2E084C6613AEFD,Brasil,Feminino,12286
Branca,35,8C21AEA6063D64A6A3D15919E42436D7,Brasil,Masculino,12286
Branca,52,B55B6825C043A77D00C3D8C00495E9B5,Brasil,Masculino,12286
Branca,29,4178D463EC8AF45DA62ABFACA5A752FB,Brasil,Feminino,12286
Parda,32,70B938087E93ABAD99EC244044C1E381,Brasil,Masculino,12286
Branca,29,DE4C85C4FB038C8D97952D8EC49EBE92,Brasil,Feminino,12286
Branca,39,989F73FE3B26484592AFB82047953538,Brasil,Masculino,12286
Preta,29,65AEAE23083CD7D8A835FC9B41F06903,Brasil,Masculino,12286
Preta,45,B85EE62064FABBAB6F11B1EEA0516E4B,Brasil,Masculino,12286
Preta,38,DE72BFF04C5D1AE6A33868FAD92B64A4,Brasil,Masculino,12286
Parda,27,16BC9AF2EB1980AA84808FC7F692A533,Brasil,Masculino,12286
Parda,36,01DD93955187426EEFBEE227A2816189,Brasil,Masculino,12286
Parda,44,862459207AFC596A70EDF58310239342,Brasil,Feminino,12286
Amarela,24,92863ACE84723170A0C9D6C8973D129B,Brasil,Feminino,12286
Preta,41,6332FE79DEF3E9FE3B6FE5EC5D3EF2EB,Brasil,Masculino,12286
Parda,30,8B9AD819D5BBF72E5E4D4D0A2D7B036C,Brasil,Feminino,12286
Preta,39,7D3EEB597BF91157B9C6B13B96308875,Brasil,Feminino,12286
Parda,31,E0092D32168C261543BCBE442C949A5D,Brasil,Feminino,12286
Parda,30,EB179D1E578AE8EDF25C682954C8713E,Brasil,Feminino,12286
Branca,33,412522A0DB7AD5593DE52795D38F077C,Brasil,Masculino,12286
Branca,35,25F012C47AAAF2C8150496DE11DEB9F0,Brasil,Masculino,12286
Parda,72,2887113E998C17D0D8BA209EDCF447B1,Brasil,Masculino,12286
Parda,27,6D3A14002E34B82967CD674955127B7F,Brasil,Feminino,12286
Branca,35,10933D3806A6BD3A574F0B3D9DC42EC9,Brasil,Feminino,12286
Branca,46,FAC2E69D9B53AAC51A5C5279F9211FC1,Brasil,Feminino,12286
Branca,27,F245EC80F12679DC6A6EC3008C4E308C,Brasil,Feminino,12286
Parda,28,C2D1A341A349901F8EBF0D9F78D67432,Brasil,Feminino,12286
Parda,25,5BD7DB3EF8265404C985A2282E82EE96,Brasil,Feminino,12286
Parda,38,4D42E06B88E1AB3A6CBFD8C79FBFC66F,Brasil,Feminino,12286
Parda,24,2414ABFE80988815C0345B9D6721C406,Brasil,Masculino,12286
Parda,28,08EB63A03592710F0E67388162CB0086,Brasil,Feminino,12286
Branca,28,45681F68BBF0B02184A90BCCB48FD072,Brasil,Masculino,12286
Branca,27,FA79B3E7D48B1E16C2FBAF3568D9D541,Brasil,Masculino,12286
Branca,35,E34ED48351D5CD0C3DDE41879535D838,Brasil,Feminino,12286
Parda,23,AF7E8CAE7C9402EC372FB6EF0015814D,Brasil,Feminino,12286
Parda,56,A7A4FC4C959E05658B59ED2339A86CAE,Brasil,Masculino,12286
Parda,37,ACB68FC74FC779C7C880207466211831,Brasil,Feminino,12286
Branca,23,4EDF33B6584233E46C02DAB8807C55E0,Brasil,Masculino,12286
Parda,32,688D17238809D4C940FE40E4D39565D1,Brasil,Feminino,12286
Branca,39,1D28F0082AF22B38EE8C1119871A1B1E,Brasil,Feminino,12286
Preta,39,DFD19FAA1EB9DD0417A648119503F609,Brasil,Feminino,12286
Parda,34,6122736D81C7A7F155869EDF13730669,Brasil,Masculino,12286
Parda,39,4299D9C387B92A7309434C00C422127F,Brasil,Masculino,12286
Parda,22,46EBC44D5089D29265F5D004F8828778,Brasil,Feminino,12286
Parda,21,282E668EC584DF6134B8AA0B054A67E0,Brasil,Feminino,12286
Parda,24,2A66C45695C4D7D3AF350A2DD5604C17,Brasil,Feminino,12286
Parda,34,B2C8D6962166744223C8B1EB268F4A74,Brasil,Masculino,12286
Preta,23,9A951E4EEE2A7B873B239C62D42A531D,Brasil,Feminino,12286
Branca,53,2F2A9D86C5E9F3069F19EF09E295E606,Brasil,Feminino,12286
Parda,33,9DD17EAD7A00F64B19EC2A4DEDEF97B6,Brasil,Feminino,12286
Amarela,27,9D45104B28EAFEFED066759C13513000,Brasil,Feminino,12286
Parda,34,81E024279460D2DE682790F787ADAD19,Brasil,Masculino,12286
Parda,30,D978372FB8C68794A7980BA84C5ED795,Brasil,Feminino,12286
Branca,25,3AC8C87F4CFE5361C42D9E65B19FBBBA,Brasil,Masculino,12286
Preta,24,E40D3365B067E9AE3C90990A7A7CF0C6,Brasil,Masculino,12286
Parda,29,D49601BA2A594B07D5EA0FDA04EC50DF,Brasil,Feminino,12286
Parda,44,18E3A28F1E440DA2516AC4B4A12B837C,Brasil,Masculino,12286
Branca,23,61405484748E29A3EAFE0FEE8CED7FB5,Brasil,Feminino,12286
Branca,34,15FF4EBA3ACBAF3F9575570E3857192F,Brasil,Feminino,12286
Branca,25,EE5B896AA7091D18A3F0B2B5CFC6F55D,Brasil,Masculino,12286
Amarela,21,C1E72793CC9F1F93C1382BD23066A2AB,Brasil,Feminino,12286
Branca,35,9C3F43FDD18426A68372834FA31E7C2B,Brasil,Feminino,12286
Preta,46,6DC6645FE9D59B81B1F9801D1460157C,Brasil,Masculino,12286
Preta,51,45F4E5F760933A3D877D6762BC87DE16,Brasil,Masculino,12286
Preta,26,6CDBAD4D102EDF1585162FFF184DB88E,Brasil,Masculino,12286
Parda,45,C0D867FD0CB5CF7555DD876B5BCBDF45,Brasil,Masculino,12286
Preta,23,ABD229866DB56B0E14D68EA6DAE1B77A,Brasil,Masculino,12286
Branca,24,997B56F5EE02AAE8C5741CD7A735F991,Brasil,Masculino,12286
Branca,47,F3C0E24A8788B077B676311FE777ACF5,Brasil,Feminino,12286
Preta,23,BC4A64B7DBB70EBB9BE61FCAB80F3E0B,Brasil,Feminino,12286
Parda,38,7AC623D43BB159913F1C667292FAB76F,Brasil,Feminino,12286
Parda,36,D86C22D833BAEB0F8940C1BDB07E3035,Brasil,Masculino,12286
Parda,31,3DB01AD0F6F1914CE16C7A6971ED6CBA,Brasil,Feminino,12286
